year,artist,track,time,genre,week,rank
2000,Bon Jovi,It's My Life,03:44:00,Rock,x20th_week,87
2000,Bon Jovi,It's My Life,03:44:00,Rock,x2nd_week,58
2000,Bon Jovi,It's My Life,03:44:00,Rock,x3rd_week,51
2000,Bon Jovi,It's My Life,03:44:00,Rock,x4th_week,51
2000,Bon Jovi,It's My Life,03:44:00,Rock,x5th_week,48
2000,Bon Jovi,It's My Life,03:44:00,Rock,x6th_week,45
2000,Bon Jovi,It's My Life,03:44:00,Rock,x7th_week,36
2000,Bon Jovi,It's My Life,03:44:00,Rock,x8th_week,33
2000,Bon Jovi,It's My Life,03:44:00,Rock,x9th_week,34
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x10th_week,4
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x11th_week,4
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x12th_week,5
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x13th_week,11
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x14th_week,12
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x15th_week,16
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x16th_week,15
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x17th_week,14
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x18th_week,14
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x19th_week,12
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x1st_week,63
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x20th_week,10
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x21st_week,11
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x22nd_week,13
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x23rd_week,13
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x24th_week,13
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x25th_week,15
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x26th_week,16
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x27th_week,14
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x28th_week,13
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x29th_week,17
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x2nd_week,55
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x30th_week,19
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x31st_week,23
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x32nd_week,29
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x33rd_week,37
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x34th_week,33
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x35th_week,34
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x36th_week,41
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x37th_week,48
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x3rd_week,48
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x4th_week,39
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x5th_week,35
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x6th_week,24
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x7th_week,3
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x8th_week,2
2000,"Braxton, Toni",He Wasn't Man Enough,04:21:00,Rock,x9th_week,2
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x10th_week,38
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x11th_week,50
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x12th_week,53
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x13th_week,53
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x14th_week,63
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x15th_week,65
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x16th_week,72
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x17th_week,79
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x18th_week,84
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x19th_week,89
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x1st_week,76
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x20th_week,90
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x2nd_week,69
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x3rd_week,51
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x4th_week,42
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x5th_week,37
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x6th_week,32
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x7th_week,32
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x8th_week,34
2000,"Braxton, Toni",Just Be A Man About It,04:10:00,Rock,x9th_week,34
2000,"Braxton, Toni",Spanish Guitar,04:24:00,Rock,x1st_week,98
2000,"Braxton, Toni",Spanish Guitar,04:24:00,Rock,x2nd_week,98
2000,"Braxton, Toni",Spanish Guitar,04:24:00,Rock,x3rd_week,98
2000,"Brock, Chad",A Country Boy Can Survive,03:54:00,Country,x1st_week,93
2000,"Brock, Chad",A Country Boy Can Survive,03:54:00,Country,x2nd_week,75
2000,"Brock, Chad",A Country Boy Can Survive,03:54:00,Country,x3rd_week,92
2000,"Brock, Chad",Yes!,03:22:00,Country,x10th_week,31
2000,"Brock, Chad",Yes!,03:22:00,Country,x11th_week,28
2000,"Brock, Chad",Yes!,03:22:00,Country,x12th_week,27
2000,"Brock, Chad",Yes!,03:22:00,Country,x13th_week,22
2000,"Brock, Chad",Yes!,03:22:00,Country,x14th_week,27
2000,"Brock, Chad",Yes!,03:22:00,Country,x15th_week,31
2000,"Brock, Chad",Yes!,03:22:00,Country,x16th_week,39
2000,"Brock, Chad",Yes!,03:22:00,Country,x17th_week,45
2000,"Brock, Chad",Yes!,03:22:00,Country,x18th_week,50
2000,"Brock, Chad",Yes!,03:22:00,Country,x19th_week,53
2000,"Brock, Chad",Yes!,03:22:00,Country,x1st_week,90
2000,"Brock, Chad",Yes!,03:22:00,Country,x20th_week,59
2000,"Brock, Chad",Yes!,03:22:00,Country,x2nd_week,77
2000,"Brock, Chad",Yes!,03:22:00,Country,x3rd_week,66
2000,"Brock, Chad",Yes!,03:22:00,Country,x4th_week,61
2000,"Brock, Chad",Yes!,03:22:00,Country,x5th_week,59
2000,"Brock, Chad",Yes!,03:22:00,Country,x6th_week,47
2000,"Brock, Chad",Yes!,03:22:00,Country,x7th_week,39
2000,"Brock, Chad",Yes!,03:22:00,Country,x8th_week,33
2000,"Brock, Chad",Yes!,03:22:00,Country,x9th_week,32
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x10th_week,68
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x11th_week,62
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x12th_week,56
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x13th_week,56
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x14th_week,55
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x15th_week,62
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x16th_week,71
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x17th_week,86
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x18th_week,100
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x19th_week,98
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x1st_week,95
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x2nd_week,85
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x3rd_week,85
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x4th_week,85
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x5th_week,83
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x6th_week,83
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x7th_week,82
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x8th_week,74
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58:00,Country,x9th_week,74
2000,"Brooks, Garth",Do What You Gotta Do,02:56:00,Country,x1st_week,86
2000,"Brooks, Garth",Do What You Gotta Do,02:56:00,Country,x2nd_week,81
2000,"Brooks, Garth",Do What You Gotta Do,02:56:00,Country,x3rd_week,72
2000,"Brooks, Garth",Do What You Gotta Do,02:56:00,Country,x4th_week,70
2000,"Brooks, Garth",Do What You Gotta Do,02:56:00,Country,x5th_week,69
2000,"Brooks, Garth",Do What You Gotta Do,02:56:00,Country,x6th_week,77
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x1st_week,81
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x2nd_week,77
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x3rd_week,76
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x4th_week,76
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x5th_week,86
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x6th_week,88
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x7th_week,92
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30:00,Country,x8th_week,99
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x10th_week,83
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x11th_week,91
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x1st_week,99
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x2nd_week,94
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x3rd_week,94
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x4th_week,87
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x5th_week,84
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x6th_week,83
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x7th_week,76
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x8th_week,76
2000,"Cagle, Chris",My Love Goes On And On,03:02:00,Country,x9th_week,79
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x10th_week,92
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x1st_week,94
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x2nd_week,94
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x3rd_week,96
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x4th_week,91
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x5th_week,84
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x6th_week,83
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x7th_week,88
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x8th_week,87
2000,Cam'ron,What Means The World To You,04:38:00,Rap,x9th_week,95
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x1st_week,28
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x2nd_week,34
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x3rd_week,48
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x4th_week,62
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x5th_week,77
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x6th_week,90
2000,"Carey, Mariah",Crybaby,05:19:00,Rock,x7th_week,95
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x10th_week,2
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x11th_week,1
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x12th_week,2
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x13th_week,4
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x14th_week,13
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x15th_week,21
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x16th_week,28
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x17th_week,43
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x18th_week,57
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x19th_week,82
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x1st_week,82
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x20th_week,89
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x2nd_week,68
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x3rd_week,50
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x4th_week,50
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x5th_week,41
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x6th_week,37
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x7th_week,26
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x8th_week,22
2000,"Carey, Mariah",Thank God I Found You,04:14:00,Rock,x9th_week,22
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x10th_week,55
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x11th_week,67
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x12th_week,83
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x13th_week,86
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x14th_week,92
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x15th_week,100
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x1st_week,99
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x2nd_week,75
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x3rd_week,57
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x4th_week,35
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x5th_week,35
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x6th_week,37
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x7th_week,43
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x8th_week,79
2000,"Carter, Aaron",Aaron's Party (Come Get It),03:23:00,R&B,x9th_week,51
2000,"Carter, Torrey",Take That,03:43:00,Rock,x1st_week,94
2000,"Carter, Torrey",Take That,03:43:00,Rock,x2nd_week,88
2000,"Carter, Torrey",Take That,03:43:00,Rock,x3rd_week,86
2000,"Carter, Torrey",Take That,03:43:00,Rock,x4th_week,91
2000,"Carter, Torrey",Take That,03:43:00,Rock,x5th_week,89
2000,"Carter, Torrey",Take That,03:43:00,Rock,x6th_week,87
2000,"Carter, Torrey",Take That,03:43:00,Rock,x7th_week,99
2000,Changing Faces,That Other Woman,04:00:00,Rock,x10th_week,85
2000,Changing Faces,That Other Woman,04:00:00,Rock,x11th_week,97
2000,Changing Faces,That Other Woman,04:00:00,Rock,x1st_week,80
2000,Changing Faces,That Other Woman,04:00:00,Rock,x2nd_week,72
2000,Changing Faces,That Other Woman,04:00:00,Rock,x3rd_week,66
2000,Changing Faces,That Other Woman,04:00:00,Rock,x4th_week,66
2000,Changing Faces,That Other Woman,04:00:00,Rock,x5th_week,64
2000,Changing Faces,That Other Woman,04:00:00,Rock,x6th_week,76
2000,Changing Faces,That Other Woman,04:00:00,Rock,x7th_week,65
2000,Changing Faces,That Other Woman,04:00:00,Rock,x8th_week,66
2000,Changing Faces,That Other Woman,04:00:00,Rock,x9th_week,75
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x10th_week,34
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x11th_week,36
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x12th_week,45
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x13th_week,42
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x14th_week,45
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x15th_week,60
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x16th_week,70
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x17th_week,82
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x18th_week,88
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x19th_week,89
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x1st_week,75
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x20th_week,92
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x2nd_week,67
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x3rd_week,61
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x4th_week,58
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x5th_week,58
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x6th_week,53
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x7th_week,47
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x8th_week,47
2000,"Chesney, Kenny",I Lost It,03:54:00,Country,x9th_week,40
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x10th_week,57
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x11th_week,56
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x12th_week,56
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x13th_week,56
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x14th_week,72
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x15th_week,80
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x16th_week,93
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x17th_week,95
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x1st_week,79
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x2nd_week,74
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x3rd_week,68
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x4th_week,72
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x5th_week,69
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x6th_week,69
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x7th_week,62
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x8th_week,58
2000,"Chesney, Kenny",What I Need To Do,04:05:00,Country,x9th_week,57
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x10th_week,81
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x11th_week,85
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x12th_week,91
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x1st_week,87
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x2nd_week,86
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x3rd_week,81
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x4th_week,92
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x5th_week,80
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x6th_week,80
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x7th_week,82
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x8th_week,84
2000,Clark Family Experience,Meanwhile Back At The Ranch,02:56:00,Country,x9th_week,82
2000,"Clark, Terri",A Little Gasoline,03:07:00,Country,x1st_week,75
2000,"Clark, Terri",A Little Gasoline,03:07:00,Country,x2nd_week,82
2000,"Clark, Terri",A Little Gasoline,03:07:00,Country,x3rd_week,88
2000,"Clark, Terri",A Little Gasoline,03:07:00,Country,x4th_week,96
2000,"Clark, Terri",A Little Gasoline,03:07:00,Country,x5th_week,99
2000,"Clark, Terri",A Little Gasoline,03:07:00,Country,x6th_week,99
2000,Common,The Light,03:55:00,Rap,x10th_week,56
2000,Common,The Light,03:55:00,Rap,x11th_week,52
2000,Common,The Light,03:55:00,Rap,x12th_week,56
2000,Common,The Light,03:55:00,Rap,x13th_week,70
2000,Common,The Light,03:55:00,Rap,x14th_week,82
2000,Common,The Light,03:55:00,Rap,x15th_week,86
2000,Common,The Light,03:55:00,Rap,x16th_week,89
2000,Common,The Light,03:55:00,Rap,x17th_week,93
2000,Common,The Light,03:55:00,Rap,x18th_week,93
2000,Common,The Light,03:55:00,Rap,x19th_week,99
2000,Common,The Light,03:55:00,Rap,x1st_week,75
2000,Common,The Light,03:55:00,Rap,x2nd_week,55
2000,Common,The Light,03:55:00,Rap,x3rd_week,53
2000,Common,The Light,03:55:00,Rap,x4th_week,49
2000,Common,The Light,03:55:00,Rap,x5th_week,46
2000,Common,The Light,03:55:00,Rap,x6th_week,44
2000,Common,The Light,03:55:00,Rap,x7th_week,49
2000,Common,The Light,03:55:00,Rap,x8th_week,51
2000,Common,The Light,03:55:00,Rap,x9th_week,51
2000,Counting Crows,Hanginaround,04:07:00,Rock,x10th_week,32
2000,Counting Crows,Hanginaround,04:07:00,Rock,x11th_week,29
2000,Counting Crows,Hanginaround,04:07:00,Rock,x12th_week,29
2000,Counting Crows,Hanginaround,04:07:00,Rock,x13th_week,28
2000,Counting Crows,Hanginaround,04:07:00,Rock,x14th_week,32
2000,Counting Crows,Hanginaround,04:07:00,Rock,x15th_week,38
2000,Counting Crows,Hanginaround,04:07:00,Rock,x16th_week,48
2000,Counting Crows,Hanginaround,04:07:00,Rock,x17th_week,56
2000,Counting Crows,Hanginaround,04:07:00,Rock,x18th_week,59
2000,Counting Crows,Hanginaround,04:07:00,Rock,x19th_week,61
2000,Counting Crows,Hanginaround,04:07:00,Rock,x1st_week,84
2000,Counting Crows,Hanginaround,04:07:00,Rock,x20th_week,66
2000,Counting Crows,Hanginaround,04:07:00,Rock,x2nd_week,70
2000,Counting Crows,Hanginaround,04:07:00,Rock,x3rd_week,66
2000,Counting Crows,Hanginaround,04:07:00,Rock,x4th_week,60
2000,Counting Crows,Hanginaround,04:07:00,Rock,x5th_week,46
2000,Counting Crows,Hanginaround,04:07:00,Rock,x6th_week,37
2000,Counting Crows,Hanginaround,04:07:00,Rock,x7th_week,35
2000,Counting Crows,Hanginaround,04:07:00,Rock,x8th_week,35
2000,Counting Crows,Hanginaround,04:07:00,Rock,x9th_week,35
2000,Creed,Higher,05:16:00,Rock,x10th_week,57
2000,Creed,Higher,05:16:00,Rock,x11th_week,57
2000,Creed,Higher,05:16:00,Rock,x12th_week,57
2000,Creed,Higher,05:16:00,Rock,x13th_week,57
2000,Creed,Higher,05:16:00,Rock,x14th_week,57
2000,Creed,Higher,05:16:00,Rock,x15th_week,60
2000,Creed,Higher,05:16:00,Rock,x16th_week,61
2000,Creed,Higher,05:16:00,Rock,x17th_week,61
2000,Creed,Higher,05:16:00,Rock,x18th_week,57
2000,Creed,Higher,05:16:00,Rock,x19th_week,60
2000,Creed,Higher,05:16:00,Rock,x1st_week,81
2000,Creed,Higher,05:16:00,Rock,x20th_week,61
2000,Creed,Higher,05:16:00,Rock,x29th_week,43
2000,Creed,Higher,05:16:00,Rock,x2nd_week,77
2000,Creed,Higher,05:16:00,Rock,x30th_week,41
2000,Creed,Higher,05:16:00,Rock,x31st_week,34
2000,Creed,Higher,05:16:00,Rock,x32nd_week,28
2000,Creed,Higher,05:16:00,Rock,x33rd_week,25
2000,Creed,Higher,05:16:00,Rock,x34th_week,23
2000,Creed,Higher,05:16:00,Rock,x35th_week,22
2000,Creed,Higher,05:16:00,Rock,x36th_week,16
2000,Creed,Higher,05:16:00,Rock,x37th_week,16
2000,Creed,Higher,05:16:00,Rock,x38th_week,18
2000,Creed,Higher,05:16:00,Rock,x39th_week,14
2000,Creed,Higher,05:16:00,Rock,x3rd_week,73
2000,Creed,Higher,05:16:00,Rock,x40th_week,13
2000,Creed,Higher,05:16:00,Rock,x41st_week,13
2000,Creed,Higher,05:16:00,Rock,x42nd_week,11
2000,Creed,Higher,05:16:00,Rock,x43rd_week,11
2000,Creed,Higher,05:16:00,Rock,x44th_week,9
2000,Creed,Higher,05:16:00,Rock,x45th_week,9
2000,Creed,Higher,05:16:00,Rock,x46th_week,7
2000,Creed,Higher,05:16:00,Rock,x47th_week,7
2000,Creed,Higher,05:16:00,Rock,x48th_week,9
2000,Creed,Higher,05:16:00,Rock,x49th_week,9
2000,Creed,Higher,05:16:00,Rock,x4th_week,63
2000,Creed,Higher,05:16:00,Rock,x50th_week,12
2000,Creed,Higher,05:16:00,Rock,x51st_week,14
2000,Creed,Higher,05:16:00,Rock,x52nd_week,16
2000,Creed,Higher,05:16:00,Rock,x53rd_week,17
2000,Creed,Higher,05:16:00,Rock,x54th_week,17
2000,Creed,Higher,05:16:00,Rock,x55th_week,21
2000,Creed,Higher,05:16:00,Rock,x56th_week,26
2000,Creed,Higher,05:16:00,Rock,x57th_week,29
2000,Creed,Higher,05:16:00,Rock,x58th_week,32
2000,Creed,Higher,05:16:00,Rock,x59th_week,39
2000,Creed,Higher,05:16:00,Rock,x5th_week,61
2000,Creed,Higher,05:16:00,Rock,x60th_week,39
2000,Creed,Higher,05:16:00,Rock,x61st_week,43
2000,Creed,Higher,05:16:00,Rock,x62nd_week,47
2000,Creed,Higher,05:16:00,Rock,x63rd_week,50
2000,Creed,Higher,05:16:00,Rock,x64th_week,50
2000,Creed,Higher,05:16:00,Rock,x65th_week,49
2000,Creed,Higher,05:16:00,Rock,x6th_week,58
2000,Creed,Higher,05:16:00,Rock,x7th_week,56
2000,Creed,Higher,05:16:00,Rock,x8th_week,52
2000,Creed,Higher,05:16:00,Rock,x9th_week,56
2000,Creed,With Arms Wide Open,03:52:00,Rock,x10th_week,74
2000,Creed,With Arms Wide Open,03:52:00,Rock,x11th_week,70
2000,Creed,With Arms Wide Open,03:52:00,Rock,x12th_week,79
2000,Creed,With Arms Wide Open,03:52:00,Rock,x13th_week,84
2000,Creed,With Arms Wide Open,03:52:00,Rock,x14th_week,86
2000,Creed,With Arms Wide Open,03:52:00,Rock,x15th_week,76
2000,Creed,With Arms Wide Open,03:52:00,Rock,x16th_week,62
2000,Creed,With Arms Wide Open,03:52:00,Rock,x17th_week,45
2000,Creed,With Arms Wide Open,03:52:00,Rock,x18th_week,29
2000,Creed,With Arms Wide Open,03:52:00,Rock,x19th_week,19
2000,Creed,With Arms Wide Open,03:52:00,Rock,x1st_week,84
2000,Creed,With Arms Wide Open,03:52:00,Rock,x20th_week,11
2000,Creed,With Arms Wide Open,03:52:00,Rock,x21st_week,10
2000,Creed,With Arms Wide Open,03:52:00,Rock,x22nd_week,7
2000,Creed,With Arms Wide Open,03:52:00,Rock,x23rd_week,5
2000,Creed,With Arms Wide Open,03:52:00,Rock,x24th_week,3
2000,Creed,With Arms Wide Open,03:52:00,Rock,x25th_week,3
2000,Creed,With Arms Wide Open,03:52:00,Rock,x26th_week,3
