"","pclass","sex","age","sibsp","parch","fare","embarked","survived"
"592",2,0,33,1,2,27.75,3,"survived"
"593",2,1,66,0,0,10.5,3,"dead"
"594",2,1,0,0,0,12.875,3,"dead"
"595",2,1,31,0,0,13,3,"survived"
"596",2,1,0,0,0,13,3,"survived"
"597",2,0,26,0,0,13.5,3,"survived"
"598",2,0,24,0,0,13,3,"dead"
"599",3,1,42,0,0,7.55,3,"dead"
"600",3,1,13,0,2,20.25,3,"dead"
"601",3,1,16,1,1,20.25,3,"dead"
"602",3,0,35,1,1,20.25,3,"survived"
"603",3,0,16,0,0,7.65,3,"survived"
"604",3,1,25,0,0,7.65,3,"survived"
"605",3,1,20,0,0,7.925,3,"survived"
"606",3,0,18,0,0,7.2292,1,"survived"
"607",3,1,30,0,0,7.25,3,"dead"
"608",3,1,26,0,0,8.05,3,"dead"
"609",3,0,40,1,0,9.475,3,"dead"
"610",3,1,0.83,0,1,9.35,3,"survived"
"611",3,0,18,0,1,9.35,3,"survived"
"612",3,1,26,0,0,18.7875,1,"survived"
"613",3,1,26,0,0,7.8875,3,"dead"
"614",3,1,20,0,0,7.925,3,"dead"
"615",3,1,24,0,0,7.05,3,"dead"
"616",3,1,25,0,0,7.05,3,"dead"
"617",3,1,35,0,0,8.05,3,"dead"
"618",3,1,18,0,0,8.3,3,"dead"
"619",3,1,32,0,0,22.525,3,"dead"
"620",3,0,19,1,0,7.8542,3,"survived"
"621",3,1,4,4,2,31.275,3,"dead"
"622",3,0,6,4,2,31.275,3,"dead"
"623",3,0,2,4,2,31.275,3,"dead"
"624",3,0,17,4,2,7.925,3,"survived"
"625",3,0,38,4,2,7.775,3,"dead"
"626",3,0,9,4,2,31.275,3,"dead"
"627",3,0,11,4,2,31.275,3,"dead"
"628",3,1,39,1,5,31.275,3,"dead"
"629",3,1,27,0,0,7.7958,3,"survived"
"630",3,1,26,0,0,7.775,3,"dead"
"631",3,0,39,1,5,31.275,3,"dead"
"632",3,1,20,0,0,7.8542,3,"dead"
"633",3,1,26,0,0,7.8958,3,"dead"
"634",3,1,25,1,0,17.8,3,"dead"
"635",3,0,18,1,0,17.8,3,"dead"
"636",3,1,24,0,0,7.775,3,"dead"
"637",3,1,35,0,0,7.05,3,"dead"
"638",3,1,5,4,2,31.3875,3,"dead"
"639",3,1,9,4,2,31.3875,3,"dead"
"640",3,1,3,4,2,31.3875,3,"survived"
"641",3,1,13,4,2,31.3875,3,"dead"
"642",3,0,5,4,2,31.3875,3,"survived"
"643",3,1,40,1,5,31.3875,3,"dead"
"644",3,1,23,0,0,7.7958,3,"survived"
"645",3,0,38,1,5,31.3875,3,"survived"
"646",3,0,45,0,0,7.225,1,"survived"
"647",3,1,21,0,0,7.225,1,"dead"
"648",3,1,23,0,0,7.05,3,"dead"
"649",3,0,17,0,0,14.4583,1,"dead"
"650",3,1,30,0,0,7.225,1,"dead"
"651",3,1,23,0,0,7.8542,3,"dead"
"652",3,0,13,0,0,7.2292,1,"survived"
"653",3,1,20,0,0,7.225,1,"dead"
"654",3,1,32,1,0,15.85,3,"dead"
"655",3,0,33,3,0,15.85,3,"survived"
"656",3,0,0.75,2,1,19.2583,1,"survived"
"657",3,0,0.75,2,1,19.2583,1,"survived"
"658",3,0,5,2,1,19.2583,1,"survived"
"659",3,0,24,0,3,19.2583,1,"survived"
"660",3,0,18,0,0,8.05,3,"survived"
"661",3,1,40,0,0,7.225,1,"dead"
"662",3,1,26,0,0,7.8958,3,"dead"
"663",3,1,20,0,0,7.2292,1,"survived"
"664",3,0,18,0,1,14.4542,1,"dead"
"665",3,0,45,0,1,14.4542,1,"dead"
"666",3,0,27,0,0,7.8792,2,"dead"
"667",3,1,22,0,0,8.05,3,"dead"
"668",3,1,19,0,0,8.05,3,"dead"
"669",3,1,26,0,0,7.775,3,"dead"
"670",3,1,22,0,0,9.35,3,"dead"
"671",3,1,0,0,0,7.2292,1,"dead"
"672",3,1,20,0,0,4.0125,1,"dead"
"673",3,1,32,0,0,56.4958,3,"survived"
"674",3,1,21,0,0,7.775,3,"dead"
"675",3,1,18,0,0,7.75,3,"dead"
"676",3,1,26,0,0,7.8958,3,"dead"
"677",3,1,6,1,1,15.2458,1,"dead"
"678",3,0,9,1,1,15.2458,1,"dead"
"679",3,1,0,0,0,7.225,1,"dead"
"680",3,0,0,0,2,15.2458,1,"dead"
"681",3,0,0,0,2,7.75,2,"dead"
"682",3,1,40,1,1,15.5,2,"dead"
"683",3,0,32,1,1,15.5,2,"dead"
"684",3,1,21,0,0,16.1,3,"dead"
"685",3,0,22,0,0,7.725,2,"survived"
"686",3,0,20,0,0,7.8542,3,"dead"
"687",3,1,29,1,0,7.0458,3,"dead"
"688",3,1,22,1,0,7.25,3,"dead"
"689",3,1,22,0,0,7.7958,3,"dead"
"690",3,1,35,0,0,8.05,3,"dead"
"691",3,0,18.5,0,0,7.2833,2,"dead"
"692",3,1,21,0,0,7.8208,2,"survived"
"693",3,1,19,0,0,6.75,2,"dead"
"694",3,0,18,0,0,7.8792,2,"dead"
"695",3,0,21,0,0,8.6625,3,"dead"
"696",3,0,30,0,0,8.6625,3,"dead"
"697",3,1,18,0,0,8.6625,3,"dead"
"698",3,1,38,0,0,8.6625,3,"dead"
"699",3,1,17,0,0,8.6625,3,"dead"
"700",3,1,17,0,0,8.6625,3,"dead"
"701",3,0,21,0,0,7.75,2,"dead"
"702",3,1,21,0,0,7.75,2,"dead"
"703",3,1,21,0,0,8.05,3,"dead"
"704",3,1,0,1,0,14.4583,1,"dead"
"705",3,0,0,1,0,14.4583,1,"dead"
"706",3,1,28,0,0,7.7958,3,"dead"
"707",3,1,24,0,0,7.8542,3,"dead"
"708",3,0,16,0,0,7.75,2,"survived"
"709",3,0,37,0,0,7.75,2,"dead"
"710",3,1,28,0,0,7.25,3,"dead"
"711",3,1,24,0,0,8.05,3,"dead"
"712",3,1,21,0,0,7.7333,2,"dead"
"713",3,1,32,0,0,56.4958,3,"survived"
"714",3,1,29,0,0,8.05,3,"dead"
"715",3,1,26,1,0,14.4542,1,"dead"
"716",3,1,18,1,0,14.4542,1,"dead"
"717",3,1,20,0,0,7.05,3,"dead"
"718",3,1,18,0,0,8.05,3,"survived"
"719",3,1,24,0,0,7.25,2,"dead"
"720",3,1,36,0,0,7.4958,3,"dead"
"721",3,1,24,0,0,7.4958,3,"dead"
"722",3,1,31,0,0,7.7333,2,"dead"
"723",3,1,31,0,0,7.75,2,"dead"
"724",3,0,22,0,0,7.75,2,"survived"
"725",3,0,30,0,0,7.6292,2,"dead"
"726",3,1,70.5,0,0,7.75,2,"dead"
"727",3,1,43,0,0,8.05,3,"dead"
"728",3,1,35,0,0,7.8958,3,"dead"
"729",3,1,27,0,0,7.8958,3,"dead"
"730",3,1,19,0,0,7.8958,3,"dead"
"731",3,1,30,0,0,8.05,3,"dead"
"732",3,1,9,1,1,15.9,3,"survived"
"733",3,1,3,1,1,15.9,3,"survived"
"734",3,0,36,0,2,15.9,3,"survived"
"735",3,1,59,0,0,7.25,3,"dead"
"736",3,1,19,0,0,8.1583,3,"dead"
"737",3,0,17,0,1,16.1,3,"survived"
"738",3,1,44,0,1,16.1,3,"dead"
"739",3,1,17,0,0,8.6625,3,"dead"
"740",3,1,22.5,0,0,7.225,1,"dead"
"741",3,1,45,0,0,8.05,3,"survived"
"742",3,0,22,0,0,10.5167,3,"dead"
"743",3,1,19,0,0,10.1708,3,"dead"
"744",3,0,30,0,0,6.95,2,"survived"
"745",3,1,29,0,0,7.75,2,"survived"
"746",3,1,0.33,0,2,14.4,3,"dead"
"747",3,1,34,1,1,14.4,3,"dead"
"748",3,0,28,1,1,14.4,3,"dead"
"749",3,1,27,0,0,7.8958,3,"dead"
"750",3,1,25,0,0,7.8958,3,"dead"
"751",3,1,24,2,0,24.15,3,"dead"
"752",3,1,22,0,0,8.05,3,"dead"
"753",3,1,21,2,0,24.15,3,"dead"
"754",3,1,17,2,0,8.05,3,"dead"
"755",3,1,0,1,0,16.1,3,"dead"
"756",3,0,0,1,0,16.1,3,"survived"
"757",3,1,36.5,1,0,17.4,3,"survived"
"758",3,0,36,1,0,17.4,3,"survived"
"759",3,1,30,0,0,9.5,3,"survived"
"760",3,1,16,0,0,9.5,3,"dead"
"761",3,1,1,1,2,20.575,3,"survived"
"762",3,0,0.17,1,2,20.575,3,"survived"
"763",3,1,26,1,2,20.575,3,"dead"
"764",3,0,33,1,2,20.575,3,"survived"
"765",3,1,25,0,0,7.8958,3,"dead"
"766",3,1,0,0,0,7.8958,3,"dead"
"767",3,1,0,0,0,7.8958,3,"dead"
"768",3,1,22,0,0,7.25,3,"dead"
"769",3,1,36,0,0,7.25,3,"dead"
"770",3,0,19,0,0,7.8792,2,"survived"
"771",3,1,17,0,0,7.8958,3,"dead"
"772",3,1,42,0,0,8.6625,3,"dead"
"773",3,1,43,0,0,7.8958,3,"dead"
"774",3,1,0,0,0,7.2292,1,"dead"
"775",3,1,32,0,0,7.75,2,"dead"
"776",3,1,19,0,0,8.05,3,"survived"
"777",3,0,30,0,0,12.475,3,"survived"
"778",3,0,24,0,0,7.75,2,"dead"
"779",3,0,23,0,0,8.05,3,"survived"
"780",3,1,33,0,0,7.8958,1,"dead"
"781",3,1,65,0,0,7.75,2,"dead"
"782",3,1,24,0,0,7.55,3,"survived"
"783",3,1,23,1,0,13.9,3,"dead"
"784",3,0,22,1,0,13.9,3,"survived"
"785",3,1,18,0,0,7.775,3,"dead"
"786",3,1,16,0,0,7.775,3,"dead"
"787",3,1,45,0,0,6.975,3,"dead"
"788",3,1,0,0,0,7.225,1,"dead"
"789",3,1,39,0,2,7.2292,1,"dead"
"790",3,1,17,1,1,7.2292,1,"dead"
"791",3,1,15,1,1,7.2292,1,"dead"
"792",3,1,47,0,0,7.25,3,"dead"
"793",3,0,5,0,0,12.475,3,"survived"
"794",3,1,0,0,0,7.225,1,"dead"
"795",3,1,40.5,0,0,15.1,3,"dead"
"796",3,1,40.5,0,0,7.75,2,"dead"
"797",3,1,0,0,0,7.05,3,"survived"
"798",3,1,18,0,0,7.7958,3,"dead"
"799",3,0,0,0,0,7.75,2,"dead"
"800",3,1,0,0,0,7.75,2,"dead"
"801",3,1,0,0,0,6.95,2,"dead"
"802",3,1,26,0,0,7.8792,2,"dead"
"803",3,1,0,0,0,7.75,2,"dead"
"804",3,1,0,0,0,56.4958,3,"survived"
"805",3,0,21,2,2,34.375,3,"dead"
"806",3,0,9,2,2,34.375,3,"dead"
"807",3,1,0,0,0,8.05,3,"dead"
"808",3,1,18,2,2,34.375,3,"dead"
"809",3,1,16,1,3,34.375,3,"dead"
"810",3,0,48,1,3,34.375,3,"dead"
"811",3,1,0,0,0,7.75,2,"dead"
"812",3,1,0,0,0,7.25,3,"dead"
"813",3,1,25,0,0,7.7417,2,"dead"
"814",3,1,0,0,0,14.5,3,"dead"
"815",3,1,0,0,0,7.8958,1,"dead"
"816",3,1,22,0,0,8.05,3,"dead"
"817",3,0,16,0,0,7.7333,2,"survived"
"818",3,0,0,0,0,7.75,2,"survived"
"819",3,1,9,0,2,20.525,3,"survived"
"820",3,1,33,1,1,20.525,3,"dead"
"821",3,1,41,0,0,7.85,3,"dead"
"822",3,0,31,1,1,20.525,3,"survived"
"823",3,1,38,0,0,7.05,3,"dead"
"824",3,1,9,5,2,46.9,3,"dead"
"825",3,1,1,5,2,46.9,3,"dead"
"826",3,1,11,5,2,46.9,3,"dead"
"827",3,0,10,5,2,46.9,3,"dead"
"828",3,0,16,5,2,46.9,3,"dead"
"829",3,1,14,5,2,46.9,3,"dead"
"830",3,1,40,1,6,46.9,3,"dead"
"831",3,0,43,1,6,46.9,3,"dead"
"832",3,1,51,0,0,8.05,3,"dead"
"833",3,1,32,0,0,8.3625,3,"dead"
"834",3,1,0,0,0,8.05,3,"dead"
"835",3,1,20,0,0,9.8458,3,"dead"
"836",3,1,37,2,0,7.925,3,"dead"
"837",3,1,28,2,0,7.925,3,"dead"
"838",3,1,19,0,0,7.775,3,"dead"
"839",3,0,24,0,0,8.85,3,"dead"
"840",3,0,17,0,0,7.7333,2,"dead"
"841",3,1,0,1,0,19.9667,3,"dead"
"842",3,1,0,1,0,19.9667,3,"dead"
"843",3,1,28,1,0,15.85,3,"dead"
"844",3,0,24,1,0,15.85,3,"survived"
"845",3,1,20,0,0,9.5,3,"dead"
"846",3,1,23.5,0,0,7.2292,1,"dead"
"847",3,1,41,2,0,14.1083,3,"dead"
"848",3,1,26,1,0,7.8542,3,"dead"
"849",3,1,21,0,0,7.8542,3,"dead"
"850",3,0,45,1,0,14.1083,3,"survived"
"851",3,0,0,0,0,7.55,3,"dead"
"852",3,1,25,0,0,7.25,3,"dead"
"853",3,1,0,0,0,6.8583,2,"dead"
"854",3,1,11,0,0,18.7875,1,"dead"
"855",3,0,0,0,0,7.75,2,"survived"
"856",3,1,27,0,0,6.975,3,"survived"
"857",3,1,0,0,0,56.4958,3,"survived"
"858",3,0,18,0,0,6.75,2,"dead"
"859",3,0,26,0,0,7.925,3,"survived"
"860",3,0,23,0,0,7.925,3,"dead"
"861",3,0,22,0,0,8.9625,3,"survived"
"862",3,1,28,0,0,7.8958,3,"dead"
"863",3,0,28,0,0,7.775,3,"dead"
"864",3,0,0,0,0,7.75,2,"dead"
"865",3,0,2,0,1,12.2875,3,"survived"
"866",3,0,22,1,1,12.2875,3,"survived"
"867",3,1,43,0,0,6.45,3,"dead"
"868",3,1,28,0,0,22.525,3,"dead"
"869",3,0,27,0,0,7.925,3,"survived"
"870",3,1,0,0,0,7.75,2,"dead"
"871",3,0,0,0,0,8.05,3,"survived"
"872",3,1,42,0,0,7.65,3,"dead"
"873",3,1,0,0,0,7.8875,3,"survived"
"874",3,1,30,0,0,7.2292,1,"dead"
"875",3,1,0,0,0,7.8958,3,"dead"
"876",3,0,27,1,0,7.925,3,"dead"
"877",3,0,25,1,0,7.925,3,"dead"
"878",3,1,0,0,0,7.8958,3,"dead"
"879",3,1,29,0,0,7.8958,1,"survived"
"880",3,1,21,0,0,7.7958,3,"survived"
"881",3,1,0,0,0,7.05,3,"dead"
"882",3,1,20,0,0,7.8542,3,"dead"
"883",3,1,48,0,0,7.8542,3,"dead"
"884",3,1,17,1,0,7.0542,3,"dead"
"885",3,0,0,0,0,7.75,2,"survived"
"886",3,1,0,0,0,8.1125,3,"survived"
"887",3,1,34,0,0,6.4958,3,"dead"
"888",3,1,26,0,0,7.775,3,"survived"
"889",3,1,22,0,0,7.7958,3,"dead"
"890",3,1,33,0,0,8.6542,3,"dead"
"891",3,1,31,0,0,7.775,3,"dead"
"892",3,1,29,0,0,7.8542,3,"dead"
"893",3,1,4,1,1,11.1333,3,"survived"
"894",3,0,1,1,1,11.1333,3,"survived"
"895",3,1,49,0,0,0,3,"dead"
"896",3,1,33,0,0,7.775,3,"dead"
"897",3,1,19,0,0,0,3,"dead"
"898",3,0,27,0,2,11.1333,3,"survived"
"899",3,1,0,1,2,23.45,3,"dead"
"900",3,0,0,1,2,23.45,3,"dead"
"901",3,1,0,1,2,23.45,3,"dead"
"902",3,0,0,1,2,23.45,3,"dead"
"903",3,1,23,0,0,7.8958,3,"dead"
"904",3,1,32,0,0,7.8542,3,"survived"
"905",3,1,27,0,0,7.8542,3,"dead"
"906",3,0,20,1,0,9.825,3,"dead"
"907",3,0,21,1,0,9.825,3,"dead"
"908",3,1,32,0,0,7.925,3,"survived"
"909",3,1,17,0,0,7.125,3,"dead"
"910",3,1,21,0,0,8.4333,3,"dead"
"911",3,1,30,0,0,7.8958,3,"dead"
"912",3,1,21,0,0,7.7958,3,"survived"
"913",3,1,33,0,0,7.8542,3,"dead"
"914",3,1,22,0,0,7.5208,3,"dead"
"915",3,0,4,0,1,13.4167,1,"survived"
"916",3,1,39,0,1,13.4167,1,"survived"
"917",3,1,0,0,0,7.2292,1,"dead"
"918",3,1,18.5,0,0,7.2292,1,"dead"
"919",3,1,0,0,0,7.75,2,"dead"
"920",3,1,0,0,0,7.25,3,"dead"
"921",3,0,0,0,0,7.75,2,"survived"
"922",3,0,0,0,0,7.75,2,"survived"
"923",3,1,34.5,0,0,7.8292,2,"dead"
"924",3,1,44,0,0,8.05,3,"dead"
"925",3,1,0,0,0,7.75,2,"survived"
"926",3,1,0,1,0,14.4542,1,"dead"
"927",3,0,0,1,0,14.4542,1,"dead"
"928",3,1,0,1,0,7.75,2,"dead"
"929",3,1,0,1,0,7.75,2,"dead"
"930",3,1,0,0,0,7.7375,2,"dead"
"931",3,0,22,2,0,8.6625,3,"dead"
"932",3,1,26,2,0,8.6625,3,"dead"
"933",3,0,4,0,2,22.025,3,"survived"
"934",3,1,29,3,1,22.025,3,"survived"
"935",3,0,26,1,1,22.025,3,"survived"
"936",3,0,1,1,1,12.1833,3,"dead"
"937",3,1,18,1,1,7.8542,3,"dead"
"938",3,0,36,0,2,12.1833,3,"dead"
"939",3,1,0,0,0,7.8958,1,"dead"
"940",3,1,25,0,0,7.2292,1,"survived"
"941",3,1,0,0,0,7.225,1,"dead"
"942",3,0,37,0,0,9.5875,3,"dead"
"943",3,1,0,0,0,7.8958,3,"dead"
"944",3,1,0,0,0,56.4958,3,"survived"
"945",3,1,0,0,0,56.4958,3,"dead"
"946",3,0,22,0,0,7.25,3,"survived"
"947",3,1,0,0,0,7.75,2,"dead"
"948",3,1,26,0,0,56.4958,3,"survived"
"949",3,1,29,0,0,9.4833,3,"dead"
"950",3,1,29,0,0,7.775,3,"dead"
"951",3,1,22,0,0,7.775,3,"dead"
"952",3,1,22,0,0,7.225,1,"survived"
"953",3,1,0,3,1,25.4667,3,"dead"
"954",3,0,0,3,1,25.4667,3,"dead"
"955",3,0,0,3,1,25.4667,3,"dead"
"956",3,0,0,3,1,25.4667,3,"dead"
"957",3,0,0,0,4,25.4667,3,"dead"
"958",3,1,32,0,0,7.925,3,"dead"
"959",3,1,34.5,0,0,6.4375,1,"dead"
"960",3,0,0,1,0,15.5,2,"dead"
"961",3,1,0,1,0,15.5,2,"dead"
"962",3,1,36,0,0,0,3,"dead"
"963",3,1,39,0,0,24.15,3,"dead"
"964",3,1,24,0,0,9.5,3,"dead"
"965",3,0,25,0,0,7.775,3,"dead"
"966",3,0,45,0,0,7.75,3,"dead"
"967",3,1,36,1,0,15.55,3,"dead"
"968",3,0,30,1,0,15.55,3,"dead"
"969",3,1,20,1,0,7.925,3,"survived"
"970",3,1,0,0,0,7.8792,2,"dead"
"971",3,1,28,0,0,56.4958,3,"dead"
"972",3,1,0,0,0,7.55,3,"dead"
"973",3,1,30,1,0,16.1,3,"dead"
"974",3,0,26,1,0,16.1,3,"dead"
"975",3,1,0,0,0,7.8792,3,"dead"
"976",3,1,20.5,0,0,7.25,3,"dead"
"977",3,1,27,0,0,8.6625,3,"survived"
"978",3,1,51,0,0,7.0542,3,"dead"
"979",3,0,23,0,0,7.8542,3,"survived"
"980",3,1,32,0,0,7.5792,3,"survived"
"981",3,1,0,0,0,7.8958,3,"dead"
"982",3,1,0,0,0,7.55,3,"dead"
"983",3,0,0,0,0,7.75,2,"survived"
"984",3,1,24,0,0,7.1417,3,"survived"
"985",3,1,22,0,0,7.125,3,"dead"
"986",3,0,0,0,0,7.8792,2,"dead"
"987",3,1,0,0,0,7.75,2,"dead"
"988",3,1,0,0,0,8.05,3,"dead"
"989",3,1,29,0,0,7.925,3,"dead"
"990",3,1,0,0,0,7.2292,1,"survived"
"991",3,0,30.5,0,0,7.75,2,"dead"
"992",3,0,0,0,0,7.7375,2,"survived"
"993",3,1,0,0,0,7.2292,1,"dead"
"994",3,1,35,0,0,7.8958,1,"dead"
"995",3,1,33,0,0,7.8958,3,"dead"
"996",3,0,0,0,0,7.225,1,"survived"
"997",3,1,0,0,0,7.8958,1,"dead"
"998",3,0,0,0,0,7.75,2,"survived"
"999",3,1,0,0,0,7.75,2,"survived"
"1000",3,0,0,2,0,23.25,2,"survived"
"1001",3,0,0,2,0,23.25,2,"survived"
"1002",3,1,0,2,0,23.25,2,"survived"
"1003",3,0,0,0,0,7.7875,2,"survived"
"1004",3,1,0,0,0,15.5,2,"dead"
"1005",3,0,0,0,0,7.8792,2,"survived"
"1006",3,0,15,0,0,8.0292,2,"survived"
"1007",3,0,35,0,0,7.75,2,"dead"
"1008",3,1,0,0,0,7.75,2,"dead"
"1009",3,1,24,1,0,16.1,3,"dead"
"1010",3,0,19,1,0,16.1,3,"dead"
"1011",3,0,0,0,0,7.75,2,"dead"
"1012",3,0,0,0,0,8.05,3,"dead"
"1013",3,0,0,0,0,8.05,3,"dead"
"1014",3,1,55.5,0,0,8.05,3,"dead"
"1015",3,1,0,0,0,7.75,2,"dead"
"1016",3,1,21,0,0,7.775,3,"survived"
"1017",3,1,0,0,0,8.05,3,"dead"
"1018",3,1,24,0,0,7.8958,3,"dead"
"1019",3,1,21,0,0,7.8958,3,"dead"
"1020",3,1,28,0,0,7.8958,3,"dead"
"1021",3,1,0,0,0,7.8958,3,"dead"
"1022",3,0,0,0,0,7.8792,2,"survived"
"1023",3,1,25,0,0,7.65,3,"dead"
"1024",3,1,6,0,1,12.475,3,"survived"
"1025",3,0,27,0,1,12.475,3,"survived"
"1026",3,1,0,0,0,8.05,3,"dead"
"1027",3,0,0,1,0,24.15,2,"survived"
"1028",3,1,0,1,0,24.15,2,"dead"
"1029",3,1,0,0,0,8.4583,2,"dead"
"1030",3,1,34,0,0,8.05,3,"dead"
"1031",3,1,0,0,0,7.75,2,"dead"
"1032",3,1,0,0,0,7.775,3,"survived"
"1033",3,1,0,1,1,15.2458,1,"survived"
"1034",3,1,0,1,1,15.2458,1,"survived"
"1035",3,0,0,0,2,15.2458,1,"survived"
"1036",3,0,0,0,0,7.2292,1,"survived"
"1037",3,1,0,0,0,8.05,3,"dead"
"1038",3,0,0,0,0,7.7333,2,"survived"
"1039",3,0,24,0,0,7.75,2,"survived"
"1040",3,1,0,0,0,8.05,3,"dead"
"1041",3,0,0,1,0,15.5,2,"survived"
"1042",3,0,0,1,0,15.5,2,"survived"
"1043",3,0,0,0,0,15.5,2,"survived"
"1044",3,1,18,0,0,7.75,3,"dead"
"1045",3,1,22,0,0,7.8958,3,"dead"
"1046",3,0,15,0,0,7.225,1,"survived"
"1047",3,0,1,0,2,15.7417,1,"survived"
"1048",3,1,20,1,1,15.7417,1,"survived"
"1049",3,0,19,1,1,15.7417,1,"survived"
"1050",3,1,33,0,0,8.05,3,"dead"
"1051",3,1,0,0,0,7.8958,3,"dead"
"1052",3,1,0,0,0,7.2292,1,"dead"
"1053",3,0,0,0,0,7.75,2,"dead"
"1054",3,1,0,0,0,7.8958,3,"dead"
"1055",3,1,12,1,0,11.2417,1,"survived"
"1056",3,0,14,1,0,11.2417,1,"survived"
"1057",3,0,29,0,0,7.925,3,"dead"
"1058",3,1,28,0,0,8.05,3,"dead"
"1059",3,0,18,0,0,7.775,3,"survived"
"1060",3,0,26,0,0,7.8542,3,"survived"
"1061",3,1,21,0,0,7.8542,3,"dead"
"1062",3,1,41,0,0,7.125,3,"dead"
"1063",3,1,39,0,0,7.925,3,"survived"
"1064",3,1,21,0,0,7.8,3,"dead"
"1065",3,1,28.5,0,0,7.2292,1,"dead"
"1066",3,0,22,0,0,7.75,3,"survived"
"1067",3,1,61,0,0,6.2375,3,"dead"
"1068",3,1,0,1,0,15.5,2,"dead"
"1069",3,1,0,0,0,7.8292,2,"dead"
"1070",3,0,0,1,0,15.5,2,"survived"
"1071",3,1,0,0,0,7.7333,2,"dead"
"1072",3,1,0,0,0,7.75,2,"dead"
"1073",3,1,0,0,0,7.75,2,"dead"
"1074",3,1,23,0,0,9.225,3,"dead"
"1075",3,0,0,0,0,7.75,2,"dead"
"1076",3,0,0,0,0,7.75,2,"survived"
"1077",3,0,0,0,0,7.8792,2,"survived"
"1078",3,0,22,0,0,7.775,3,"survived"
"1079",3,1,0,0,0,7.75,2,"survived"
"1080",3,0,0,0,0,7.8292,2,"survived"
"1081",3,1,9,0,1,3.1708,3,"survived"
"1082",3,1,28,0,0,22.525,3,"dead"
"1083",3,1,42,0,1,8.4042,3,"dead"
"1084",3,1,0,0,0,7.3125,3,"dead"
"1085",3,0,31,0,0,7.8542,3,"dead"
"1086",3,1,28,0,0,7.8542,3,"dead"
"1087",3,1,32,0,0,7.775,3,"survived"
"1088",3,1,20,0,0,9.225,3,"dead"
"1089",3,0,23,0,0,8.6625,3,"dead"
"1090",3,0,20,0,0,8.6625,3,"dead"
"1091",3,1,20,0,0,8.6625,3,"dead"
"1092",3,1,16,0,0,9.2167,3,"dead"
"1093",3,0,31,0,0,8.6833,3,"survived"
"1094",3,0,0,0,0,7.6292,2,"dead"
"1095",3,1,2,3,1,21.075,3,"dead"
"1096",3,1,6,3,1,21.075,3,"dead"
"1097",3,0,3,3,1,21.075,3,"dead"
"1098",3,0,8,3,1,21.075,3,"dead"
"1099",3,0,29,0,4,21.075,3,"dead"
"1100",3,1,1,4,1,39.6875,3,"dead"
"1101",3,1,7,4,1,39.6875,3,"dead"
"1102",3,1,2,4,1,39.6875,3,"dead"
"1103",3,1,16,4,1,39.6875,3,"dead"
"1104",3,1,14,4,1,39.6875,3,"dead"
"1105",3,0,41,0,5,39.6875,3,"dead"
"1106",3,1,21,0,0,8.6625,3,"dead"
"1107",3,1,19,0,0,14.5,3,"dead"
"1108",3,1,0,0,0,8.7125,1,"dead"
"1109",3,1,32,0,0,7.8958,3,"dead"
"1110",3,1,0.75,1,1,13.775,3,"dead"
"1111",3,0,3,1,1,13.775,3,"dead"
"1112",3,0,26,0,2,13.775,3,"dead"
"1113",3,1,0,0,0,7,3,"dead"
"1114",3,1,0,0,0,7.775,3,"dead"
"1115",3,1,0,0,0,8.05,3,"dead"
"1116",3,1,21,0,0,7.925,3,"dead"
"1117",3,1,25,0,0,7.925,3,"dead"
"1118",3,1,22,0,0,7.25,3,"dead"
"1119",3,1,25,1,0,7.775,3,"survived"
"1120",3,1,0,1,1,22.3583,1,"survived"
"1121",3,0,0,1,1,22.3583,1,"survived"
"1122",3,0,0,0,2,22.3583,1,"survived"
"1123",3,0,0,0,0,8.1375,2,"dead"
"1124",3,1,24,0,0,8.05,3,"dead"
"1125",3,0,28,0,0,7.8958,3,"dead"
"1126",3,1,19,0,0,7.8958,3,"dead"
"1127",3,1,0,0,0,7.8958,3,"dead"
"1128",3,1,25,1,0,7.775,3,"dead"
"1129",3,0,18,0,0,7.775,3,"dead"
"1130",3,1,32,0,0,8.05,3,"survived"
"1131",3,1,0,0,0,7.8958,3,"dead"
"1132",3,1,17,0,0,8.6625,3,"dead"
"1133",3,1,24,0,0,8.6625,3,"dead"
"1134",3,1,0,0,0,7.8958,3,"dead"
"1135",3,0,0,0,0,8.1125,3,"dead"
"1136",3,1,0,0,0,7.2292,1,"dead"
"1137",3,1,0,0,0,7.25,3,"dead"
"1138",3,1,38,0,0,7.8958,3,"dead"
"1139",3,1,21,0,0,8.05,3,"dead"
"1140",3,1,10,4,1,29.125,2,"dead"
"1141",3,1,4,4,1,29.125,2,"dead"
"1142",3,1,7,4,1,29.125,2,"dead"
"1143",3,1,2,4,1,29.125,2,"dead"
"1144",3,1,8,4,1,29.125,2,"dead"
"1145",3,0,39,0,5,29.125,2,"dead"
"1146",3,0,22,0,0,39.6875,3,"dead"
"1147",3,1,35,0,0,7.125,3,"dead"
"1148",3,0,0,0,0,7.7208,2,"survived"
"1149",3,1,0,0,0,14.5,3,"dead"
"1150",3,0,0,0,0,14.5,3,"dead"
"1151",3,1,50,1,0,14.5,3,"dead"
"1152",3,0,47,1,0,14.5,3,"dead"
"1153",3,1,0,0,0,8.05,3,"dead"
"1154",3,1,0,0,0,7.775,3,"dead"
"1155",3,0,2,1,1,20.2125,3,"dead"
