"num"	"date"	"title"	"contents"
"3017"	"2016-12-24"	"[KBS 연예대상] ‘1박2일’ 윤시윤, ‘언니쓰’ 민효린 버라이어티 신인상 수상 “나라 지키면서 정말 이"	"‘2016 KBS 연예대상’에서 윤시윤과 민효린이 버라이어티 부문 신인상 수상의 영광을 안았..‘1박 2일’에 출연하게 되어 ..예능을 빛낸 예능인들과 함께 하는 축제의 장으로, 24일 오후 9시 15분부터 KBS 2TV에서 생방송으로 진행됐다./원호성기자"
"3018"	"2016-12-24"	"[KBS연예대상]윤시윤, 신인상에 눈물펑펑 \"연예계 무서웠다\""	"..예능으로도 인정받았다.\"'1박2일' 제작진 모든 분들, 그리고 형들이라 안하고 멤버라고 표현하는데 연예계에서 늘 두렵고 떨리고 무서웠는데 이렇게 형들이랑 할 수 있어 너무 좋다...예능에..'1박2일'에서 예측불가한 청정 매력으로 사랑받고 있으며, 민효린은"
"3019"	"2016-12-24"	"엄현경 최태준 윤시윤 민효린, 배우들이 싹쓸이한 신인상[KBS연예대상]"	"'안녕하세요' 영자 누나, 찬우형님, 동엽 형님, 태균 형님 감사드린다\"고 말했다.'1박2일' 윤시윤과  제작진 모든 분들, 그리고 형들이라고 안하고 멤버라고 표현한다...형들과 할 수 있어 좋.. 예능에서 새로운 모습 보여줄 수 있었던 건 제작진 덕분이다."
"3020"	"2016-12-24"	"[SSTV영상] 전소미-최유정(아이오아이), 귀염 포텐 터지는 귀여운 레드카펫 MC '앙' (2016 KBS 연예대상)"	"[SSTV영상] 전소미-최유정(아이오아이), 귀염 포텐 터지는 귀여운 레드카펫 MC ‘..(이광수 정소민 김대명), 1박2일 팀 (김종민 차태현 김준호 윤시윤) 등이 참석해 자리를 빛냈다.<U+00A0> 올 한해 KBS에서 활약한 예능인들이 한자리에 모이는 시상식인"
"3021"	"2016-12-24"	"[2016KBS연예대상] 윤시윤·민효린, 버라이어티부분 남녀 신인상"	"[2016KBS연예대상] 윤시윤·민효린, 버라이어티부분 남녀 신인상 입력 2016-12-24 19:02:..'1박2일' 윤시윤과  연예계에서 형들과 함께 할 수 있어서 행복하다. 예능에서 새로운 모습 보여줄 수 있던 건 제작진 덕분\"이라고 기쁨을 나눴다."
"3022"	"2016-12-24"	"'KBS 연예대상' 엄현경부터 민효린·윤시윤까지 신인상 수상"	"* 사진=KBS 캡처..(신)동엽 형님, (정)찬우 형님, (김)태균 형님 감사ㅎㅏㄷ다.\"올 한해 많이 응원해줘서 감사하고 예능에서 새로운 모습을 보여드릴 수 있었던 건 \"연예계에서 늘 무서웠는데 형들이랑 할 수 있어서 좋다\"며 '1박 2일'의 윤시윤,"
"3023"	"2016-12-24"	"[TD포토] 이세영 '동화 속 공주님 처럼'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3024"	"2016-12-24"	"[TD포토] 이세영 '만화 찢고 나온 비주얼'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3025"	"2016-12-24"	"[TD포토] 이세영 '청순 미모'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3026"	"2016-12-24"	"[TD포토] 이세영 '과한 포즈'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3027"	"2016-12-24"	"[TD포토] 최태준 '훈내나는 손인사'"	"[TD포토] 최..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3028"	"2016-12-24"	"[TD포토] 이수민 '세상 혼자 사는 미모'(KBS 연예대상)"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3029"	"2016-12-24"	"[TD포토] 이수민 '초통령 이미지 벗고 섹시하게~'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3030"	"2016-12-24"	"[TD포토] 이수민 '온 몸으로 느끼는 창피함'"	"..끼는 창피함' [티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3031"	"2016-12-24"	"[TD포토] 이수민 '귀엽고 귀엽고 귀엽고~'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3032"	"2016-12-24"	"[TD포토] 프로 불참러 조세호 'KBS 연예대상은 참석'"	"[TD포토] 프..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3033"	"2016-12-24"	"[TD포토] 전현무-엄현경-조세호-유재석 '해피투게더 팀워크상 수상'"	"[TD포토] 전..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3034"	"2016-12-24"	"[TD포토] 얼음공주 엄현경"	"[TD포토] 얼..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3035"	"2016-12-24"	"[TD포토] 전현무-엄현경-조세호-유재석 '화기애애한 해피투게더'"	"[TD포토] 전..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3036"	"2016-12-24"	"윤시윤 \"나라지키며 바라고 바란 자리\" 김승혜·홍현호·최태준·엄현경·민효린 신인상 (2016 KBS 연예대상)"	"<U+00A0> <U+00A0> ▲ 윤시윤 “나라지키며 바라고 바란 자리”.. 우리 1박2일 제작진 모든 분들 형들이라고 안하고 멤버라고 한다. 연예계에서 늘 두렵고 떨리고 무서웠는데 형들과 할 수 있어 좋다. 예능에서 새로운 모습 보여줄 수 있던 것은 언니들과 제작진 덕분이다."
"3037"	"2016-12-24"	"[TD포토] 손태영의 S라인"	"[TD포토] 손..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3038"	"2016-12-24"	"[TD포토] 손태영 '권상우 녹이는 폭풍애교~'"	"[TD포토] 손..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3039"	"2016-12-24"	"[TD포토] 아이린 '흘러 내릴듯한 아찔한 오프숄더'"	"[TD포토] 아..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3040"	"2016-12-24"	"[TD포토] 현우 '훈내나는 비율'"	"[TD포토] 현..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3041"	"2016-12-24"	"[TD포토] 현우 '도발적인 뒤태'"	"[TD포토] 현..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3042"	"2016-12-24"	"[TD포토] 산이 '훈훈하게~'"	"[TD포토] 산..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3043"	"2016-12-24"	"[TD포토] 김승우 '살림하다 왔어요'"	"[TD포토] 김..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3044"	"2016-12-24"	"[TD포토] 산이 '심장 약한 사람은 보지 마세요'"	"[TD포토] 산..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3045"	"2016-12-24"	"[TD포토] 허민-송준근-박소영-김민경 '거침없는 포즈'"	"[TD포토] 허..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3046"	"2016-12-24"	"[TD포토] 이현정-김대성-이수지-송병철 '더이상의 포즈는 없다'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3047"	"2016-12-24"	"[TD포토] 이수지 '상 받으러 왔어요~'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3048"	"2016-12-24"	"[SSTV영상] '해피투게더' 팀, 유재석 \"내년에도 큰 재미 선사해드릴께요\" (2016 KBS 연예대상)"	"[SSTV영상] ‘해피투게더’ 팀, 유재석 “내년에도 큰 재미 선사해드릴께요” (201..(이광수 정소민 김대명), 1박2일 팀 (김종민 차태현 김준호 윤시윤) 등이 참석해 자리를 빛냈다.<U+00A0> 올 한해 KBS에서 활약한 예능인들이 한자리에 모이는 시상식인"
"3049"	"2016-12-24"	"[TD영상] 차태현-김준호-윤시윤-김종민, '우리는 1박 2일'"	"'우리는 1박 2일' 2016 KBS 연예대상 포토월 2016...1박 2일팀(차태현 김준호 윤시윤 김종민), 슈퍼맨이 돌아왔다팀(이휘재 가족 기태영 가족 이범수 가족 이동국 가족), 마음의 소리팀..'1박2일' 멤버로 김준호, 김종민, 차태현으로 좁혀진다."
"3050"	"2016-12-24"	"'개그콘서트' 윤기영 작가, 'KBS 연예대상' 방송작가상 수상"	"입력 2016-12-24 23:26:38, 수정 2016-12-24 23:26:38 '개그콘서트' 윤기영 작가, 'KBS 연예대상' ..'해피선데이-1박2일 시즌3'의 정선영 작가,  방송작가상은 예능 프로그램의 핵으로 불리는 작가들에게 수여되는 상이다."
"3051"	"2016-12-24"	"'개그콘서트' 윤기영 작가, 'KBS 연예대상' 방송작가상 수상"	"입력 2016-12-24 23:26:38, 수정 2016-12-24 23:26:38 '개그콘서트' 윤기영 작가, 'KBS 연예대상' ..'해피선데이-1박2일 시즌3'의 정선영 작가,  방송작가상은 예능 프로그램의 핵으로 불리는 작가들에게 수여되는 상이다."
"3052"	"2016-12-24"	"[포토Q] 1박 2일 김종민 '대상 후보의 엽기 포즈'(KBS 연기대상)"	"[스포츠Q(큐)<U+00A0>최대성<U+00A0>기자]<U+00A0>대상<U+00A0>후보에<U+00A0>오른<U+00A0>1박<U+00A0>2일팀의<U+00A0>김종민과<U+00A0>윤시윤이<U+00A0>24일<U+00A0>서울<U+00A0>영등포<U+00A0>KBS<U+00A0>신관<U+00A0>공개홀에서<U+00A0>열린<U+00A0>2016<U+00A0>KBS<U+00A0>연예대상<U+00A0>레드카펫<U+00A0>행사에<U+00A0>참석해<U+00A0>엽기<U+00A0>포즈를<U+00A0>취하고<U+00A0>있다...예능<U+00A0>프로그램을<U+00A0>빛낸<U+00A0>스타<U+00A0>유재석,<U+00A0>신동엽,<U+00A0>김종.."
"3053"	"2016-12-24"	"[포토Q] 차태현-김준호-윤시윤-김종민 '다함께 1박~2일!'(KBS 연예대상)"	"[스포츠Q(큐)<U+00A0>최대성<U+00A0>기자]<U+00A0>차태현,<U+00A0>김준호,<U+00A0>윤시윤,<U+00A0>김종민이<U+00A0>24일<U+00A0>서울<U+00A0>영등포<U+00A0>KBS<U+00A0>신관<U+00A0>공개홀에서<U+00A0>열린<U+00A0>2016<U+00A0>KBS<U+00A0>연예대상<U+00A0>레드카펫<U+00A0>행사에<U+00A0>참석해<U+00A0>1박<U+00A0>2일<U+00A0>포즈를<U+00A0>취하고<U+00A0>있다...예능<U+00A0>프로그램을<U+00A0>빛낸<U+00A0>스타<U+00A0>유재석,<U+00A0>신동엽,<U+00A0>김종민,<U+00A0>김준.."
"3054"	"2016-12-24"	"[TD포토] 아이린-솔빈-세정 '대세 걸그룹의 섹시 포즈 대결'"	"[TD포토] 아..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3055"	"2016-12-24"	"[TD포토] 이휘재 '서언이, 서준이 장난꾸러기 포즈로'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3056"	"2016-12-24"	"[TV되감기] ‘무한도전’ 국민예능 다운 웃음+감동의 콜라보 ‘시민 영웅과 함께’"	"▲ '무한도전' 방송화면 캡처.(뉴스컬처)<U+00A0><U+00A0><U+00A0><U+00A0> <U+00A0> ‘무한도전’이 시민 영웅과 함께 ‘칭찬합시다’ 프로젝트..‘무한도전’은 성탄 특집 ‘무한도전’ 멤버들은 17년 전 ‘무한도전’에서는 지난 역사 강의에 불참했던 도끼가 특별 과외를 받는 모습이 그려졌다."
"3057"	"2016-12-24"	"[포토엔]1박2일 ‘강력한 대상 후보 김종민은 뒤에서’(연예대상)"	"[뉴스엔 표명중 기자] 2016 KBS 연예대상’ 레드카펫.. 이날 1박2일팀이 레드카펫에 참석했다.‘2016 KBS 연예대상’은 한해 동안 KBS 예능에서 활약한 예능인들이 한자리에 모인 축제로 24일 오후 9시 15분부터 KBS 2TV에서 생중계된다."
"3058"	"2016-12-24"	"[TD포토] 이동국 '대가족'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3059"	"2016-12-24"	"[TD포토] 기태영 '아내 유진 꼭닮은 딸 로희보며 아빠미소~'"	"[TD포토] 기..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3060"	"2016-12-24"	"[TD포토] 아이린 '쇄골라인 드러낸 섹시한 오프숄더'"	"[TD포토] 아..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3061"	"2016-12-24"	"[TD포토] 혜리' 전소미도 반한 누드톤 밀착 드레스'"	"[TD포토] 혜..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3062"	"2016-12-24"	"[TD포토] 김종민 '대상 후보의 늠름한 자태'"	"[TD포토] 김종..[티브이데일리 송선미 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상'은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3063"	"2016-12-24"	"[T포토] 1박 2일 \"우리 대상 갔으면 좋겠어요\""	"[TV리포트 = 조성진 기자] 배우 차태현, 개그맨 김준호, 배우 윤시윤, 가수 김종민이 24일 오후..'2016 KBS 연예대상'은 한 해동안 온 국민을 울고 웃겼던 KBS 예능 프로그램의 출연진들이 한 자리에 모여 올 한 해를 정리하는 축제의 자리다."
"3064"	"2016-12-24"	"[TD포토] 이동국 '근엄한 회장 대박이와 함께~'"	"[TD포토] 이동..[티브이데일리 송선미 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상'은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3065"	"2016-12-24"	"[포토엔]1박 2일 ‘엽기적인 그들’"	"[뉴스엔 김혜진 기자] ‘2016 KBS 연예대상’ .. 이날 1박 2일 팀이 포토타임을 갖고 있다.‘2016 KBS 연예대상’은 한해 동안 KBS 예능에서 활약한 예능인들이 한자리에 모인 축제로 24일 오후 9시 15분부터 KBS 2TV에서 생중계된다."
"3066"	"2016-12-24"	"[TD포토] 장도연 '슈퍼모델 뺨치는 초밀착 몸매'"	"[TD포토] 장..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3067"	"2016-12-24"	"대상후보 김종민 `이렇게 웃을수 있을지` [MBN포토]"	"뉴스 > 연예 대상후보 김종민 `이렇게 웃을수 있을지` [MBN포토] 기사입력 2016-12-24 21:37 0 [MBN스타(서울)=옥영화 기자] '2016 KBS 연예대상' 레드카펫 행사가 24일 서울 여의.. KBS2 예능프로그램 1박 2일 김종민이"
"3068"	"2016-12-24"	"`연예대상하면 1박 2일!` [MBN포토]"	"뉴스 > 연예 `연예대상하면 1박 2일!` [MBN포토] 기사입력 2016-12-24 21:35 0 [MBN스타(서울)=옥영화 기자] '2016 KBS 연예대상' 레드카펫 행사가 24일 .. KBS2 예능프로그램 1박 2일 차태현-김준호-윤시윤-이종민이"
"3069"	"2016-12-24"	"[TD포토] 장도연 '이런게 바로 전신 시스루 자태'"	"[TD포토] 장..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3070"	"2016-12-24"	"[TD포토] 이범수 '사랑하는 아들 딸과 함께'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3071"	"2016-12-24"	"[TD포토] 정소민 '가녀린 옆태'"	"[TD포토] 정..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3072"	"2016-12-24"	"[TD포토] 이동국보다 더 인기 많은 대박이"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3073"	"2016-12-24"	"[TD포토] 이광수 '훈내 폴폴~'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3074"	"2016-12-24"	"윤시윤 `때려주고 싶은 김종민` [MBN포토]"	"뉴스 > 연예 윤시윤 `때려주고 싶은 김종민` [MBN포토] 기사입력 2016-12-24 21:45 0 [MBN스타(서울)=옥영화 기자] '2016 KBS 연예대상' 레드카펫 행사가 24일 서울 여의.. KBS2 예능프로그램 1박 2일팀 윤시윤-김종민이"
"3075"	"2016-12-24"	"차태현-김준호-윤시윤-김종민 `이런 엽기표정 어때` [MBN포토]"	"뉴스 > 연예 차태현-김준호-윤시윤-김종민 `이런 엽기표정 어때` [MBN포토] 기사입력 2016-12-24 21:42 0 [MBN스타(서울)=옥영화 기자] '2016 KBS 연예대상' 레드카펫 행사가 24일 서울.. KBS2 예능프로그램 1박 2일팀이"
"3076"	"2016-12-24"	"[TD포토] 아이오아이 세정 '작은 얼굴에 꽉찬 예쁨'"	"[TD포토] 아..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3077"	"2016-12-24"	"[TD포토] 아이린 '차기 SM 3대 미녀 미모'"	"[TD포토] 아..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3078"	"2016-12-24"	"윤시윤 `때려주고 싶은 김종민` [MBN포토]"	"[MBN스타(서울)=옥영화 기자] '2016 KBS 연예대상' 레드카펫 행사가 24일 서울 여의도 KBS신관 웨딩홀에서 열렸다. KBS2 예능프로그램 1박 2일팀 윤시윤-김종민이 '2016 연예대상' 레드카펫 행사에 참석해 포즈를 취하고 있다. 한편,.."
"3079"	"2016-12-24"	"[TD포토] 아이오아이 세정 '섹시하게~우~'"	"[TD포토] 아..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3080"	"2016-12-24"	"[TD포토] 이상민 랩에 쓰러지는 전소미"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3081"	"2016-12-24"	"[TD포토] 장도연 '너무 짧은 의상에 본인이 더 민망'"	"[TD포토] 장..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3082"	"2016-12-24"	"[TD포토] 이상민 '섹시한 포즈'"	"[TD포토] 이..[티브이데일리 안성후 기자] 올 한해 KBS 예능을 돌아보는 '1박2일' 멤버로 김준현, 김종민, 차태현으로 좁혀진다.'2016 KBS 연예대상' 은 MC 이휘재 유희열 혜리의 진행으로 올 한해 가장 사랑 받았던 예능인들이 총 출동한다."
"3083"	"2016-12-24"	"[Oh!쎈 초점]‘연예대상’ #대상 #축하무대 #박보검 관전포인트3"	"올 한해 KBS 예능을 빛냈던 이들을 축하하는 축제이니만큼 대상의 주인공 이외에도 대세 스타들이 총출동한다...예능프로그..‘1박2일’에서 9년 동안 헌신한 김종민도 유력한 후보로 떠올랐다. 각자 최고의 예능인으로서 시청자에게 큰 웃음을 준 것은 변함없다."
"3084"	"2016-12-24"	"'무도' 설민석, 도끼 역사 테스트..실력에 '감탄'"	"'무한도전' 설민석 강사가 래퍼 도끼의 역사 실력에 감탄했다.<U+00A0> 24일 오후 방송된 MBC 예능프로그램 '무한도전'에서는 ..끼의 역사 교육이 이뤄졌다. 이날 도끼는 정식 강의에서 빠진 만큼 더 열심히 역사를 공부하겠다고 다짐했다...끼의 자신감이 상승했고,.."
